id,name,description,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price,cluster_id
373946,Grape Fruit,,229,266,1912,2928,0.0,25.0,7682
6271,Fruit Cake,,264,266,1862,1973,0.0,15.0,6992
1101,Peas,,256,266,1858,1969,0.0,1.7,6026
157,Baked apples,,263,265,1865,1972,0.05,20.0,797
2515,Sliced Oranges,,252,265,1892,1987,0.05,20.0,3736
5535,Bouillon,,217,265,1888,1958,0.0,20.0,485
4757,Peach Short Cake,,181,264,1893,1967,0.1,60.0,948
374279,Milk Toast,,230,264,1,1958,0.0,25.0,2250
385,Eggs to order,,263,264,1891,1973,,,114
892,Stewed rhubarb,,246,264,1889,1973,0.0,35.0,2483
1435,Apollinaris Water,,258,263,1880,1957,0.0,40.0,9720
2716,Whiskey Sour,,252,263,1900,1987,0.0,15.0,6844
1395,Kirschwasser,,259,262,1858,2005,0.0,15.0,292
5923,Celeri     ,,251,262,1882,1972,0.0,25.0,1580
1595,Stuffed tomatoes,,260,262,1882,1973,0.0,60.0,189
29186,Stuffed Tomato,,239,261,1900,1954,0.0,40.0,965
866,Corned Beef and Cabbage,,257,261,1856,1961,0.1,85.0,8387
42,Preserved figs,,257,259,1889,1969,0.0,30.0,906
5845,Salade,,258,259,1881,1978,0.0,0.0,9683
7332,Strawberry shortcake,,245,258,1888,1987,0.0,30.0,6721
1561,Chicory,,240,258,1892,1959,0.1,50.0,1177
3945,Meringue Glace,,242,258,1884,2928,0.0,30.0,6360
4257,Stuffed Mangoes,,255,258,1892,2928,0.0,30.0,6333
1908,Yorkshire Buck,,244,257,1889,1961,0.25,35.0,2931
10639,Fried Soft Shell Crabs,,171,257,1859,1962,0.0,50.0,8289
1147,Liebfraumilch,,245,257,1881,1983,0.0,24.0,670
17935,Cream of tomato soup,,238,257,1892,1987,0.0,7.0,6907
5568,Squash,,250,257,1852,1963,0.0,1.6,6387
1906,Scotch Woodcock,,241,255,1896,1974,0.0,45.0,4561
373777,Cafe,,249,254,1885,1987,0.0,3.0,8302
4492,Broiled Chicken,,249,254,1859,1962,0.25,200.0,1562
1699,"Omelette, plain",,254,253,1882,1961,0.15,40.0,8916
47008,Hearts of Lettuce,,247,252,1900,2928,0.15,2.5,452
226,Apricots,,242,252,1883,2012,0.0,0.75,711
2571,Cherries,,224,252,1890,2012,0.0,50.0,6438
373739,Rice Pudding,,224,251,1854,1976,0.05,5.0,2097
2276,Wine Jelly,,243,251,1856,1955,0.0,0.5,2447
919,Roast Turkey,,247,251,1851,1963,0.0,3.55,430
2097,Boiled Ham,,246,251,1851,1974,0.0,25.0,8137
4224,Table Celery,,237,251,1892,1969,0.05,35.0,4839
1549,English mutton chop,,246,250,1896,1973,0.0,75.0,2104
76,Chambertin,,238,250,1851,1977,0.0,250.0,2422
9495,BUTTERED BEETS,,237,249,1891,1980,0.0,2.0,7847
1845,Lobster a la Newburg,,240,249,1892,1969,0.4,80.0,3796
2761,"Potatoes, French fried",,243,249,1889,1969,0.0,20.0,1474
1527,Rice,,238,249,1852,1989,0.0,10.0,1447
5962,Plain Omelet,,240,247,1859,1987,0.0,25.0,147
1238,Fresh milk,,242,247,1899,1987,0.25,0.25,1895
955,Smoked beef,,244,247,1888,1965,0.2,0.5,1160
1223,Fresh Strawberries,,234,247,1895,1987,0.0,100.0,4375
4069,Mock turtle soup,,239,247,1851,1965,0.0,0.75,8567
5182,Petite marmite,,234,246,1891,1978,0.0,60.0,407
44271,Au Gratin Potatoes,,230,245,1893,1985,0.0,25.0,377
2332,Hot roast beef sandwich,,239,244,1893,1987,0.1,22.0,151
269138,Alligator Pear Salad,,176,242,1907,1959,0.0,0.95,3158
1053,Roastbeef,,191,242,1891,1987,0.0,45.0,8088
3062,Bluefish,,234,241,1,1998,0.15,55.0,3364
3230,Spanish omelette,,232,240,1892,1985,0.0,3.75,606
15970,Friandises,,230,240,1896,1989,0.0,30.0,9633
1393,Pousse Cafe,,236,240,1892,1959,0.1,30.0,2210
72098,Hot Chocolate,,225,239,1900,1992,0.0,5.0,6556
2281,Sponge Cake,,236,239,1862,1985,0.0,3.0,2787
30218,Chocolate Parfait,,213,239,1900,1984,0.0,35.0,7263
2752,"Potatoes, boiled",,236,239,1865,1973,0.0,15.0,310
6166,Bluepoints,,193,238,1892,1979,0.2,30.0,4877
31,Sliced Bananas,,220,238,1900,1987,0.0,15.0,1992
5083,Pie a la Mode,,233,238,1900,1987,0.0,40.0,488
7823,Chutney,,212,238,1882,1970,0.0,15.0,618
374204,American Cheese,,228,237,1882,1964,0.05,0.85,412
184663,Thousand Island Dressing,,228,237,1918,1989,0.0,15.0,818
376482,Clam Broth,,216,237,1900,1975,0.0,45.0,2669
23853,Pistachio Ice Cream,,228,236,1888,1989,0.0,30.0,715
103,Kippered Herring,,231,236,1,1970,0.0,0.85,1496
1430,Sarsaparilla,,225,236,1892,1959,0.0,5.0,3593
41069,Assorted Cold Cuts,,214,236,1900,1981,0.0,7.95,8257
8685,orange sherbet,,207,236,1865,1987,0.0,2.25,1294
3622,Consomme Julienne,,211,236,1888,1981,0.0,25.0,1838
378512,Strawberry Ice Cream,,206,236,1865,1977,0.0,10.0,1484
989,Raspberries,,182,235,1865,1941,0.0,35.0,98
11610,Eclair,,185,235,1900,1962,0.0,10.0,6049
6336,Canadian Club,,232,235,1895,1999,0.0,175.0,4869
3272,Grand Marnier,,229,234,1896,1990,0.0,85.0,3428
10466,boiled new potatoes,,232,234,1882,1966,0.0,0.4,8401
1230,Bar-le-Duc,,207,234,1893,1955,0.0,40.0,5045
1801,Seltzer,,229,233,1873,1980,0.0,25.0,5399
9735,Petit Fours,,228,232,1888,2012,0.0,25.0,1118
7082,Budweiser,,224,232,1881,1995,0.0,55.0,8454
426,Broiled Spring Chicken,,226,231,1859,1958,0.1,100.0,3544
5203,Spaghetti au Gratin,,223,231,1888,1961,0.1,50.0,3658
2206,Saratoga Potatoes,,227,230,1890,1973,0.05,20.0,7256
1965,Pate de Foie Gras,,191,229,1887,1971,0.0,150.0,7293
132387,Cointreau,,227,229,1917,1993,0.0,85.0,171
377220,Boiled New Potatoes,,135,228,1892,1989,0.05,20.0,2633
374271,Club Sandwich,,217,226,1899,1988,0.0,2.75,4218
26606,Carciofini,,198,226,1900,1955,0.3,35.0,2079
3988,Salat,,225,226,1890,1966,0.0,0.0,7698
944,Radieschen,,223,226,1899,1969,0.0,0.0,1664
413,Broiled bluefish,,218,225,1880,1963,0.2,60.0,5099
2767,"Potatoes, lyonnaise",,219,225,1889,1959,0.0,20.0,6737
8575,Grape Juice,,162,224,1898,1973,0.0,10.0,2811
4247,Stuffed green peppers,,218,224,1892,1966,0.0,1.25,375
513,Rice Cakes,,218,224,1,1949,0.05,20.0,8490
1622,American,,212,223,1892,2012,0.05,20.0,2128
2482,Graves,,207,223,1886,2012,0.0,100.0,5883
5211,Cheese Cake,,203,223,1900,1988,0.05,10.0,1703
2232,Cheese Sandwich,,220,223,1892,1962,0.0,5.0,4110
5687,Bismarck Herring,,203,223,1900,1966,0.0,25.0,2108
8979,Boston Brown Bread,,216,222,1859,1953,0.05,10.0,6610
375728,Combination Salad,,207,222,1905,1979,0.0,1.5,574
19277,Imported Swiss cheese,,219,222,1900,1985,0.1,0.95,9050
13950,Huitres,,222,222,1880,1958,0.25,2.75,700
138,French rolls,,217,221,1880,1965,0.05,5.0,4562
141077,Pear Melba,,153,221,1912,1964,0.0,60.0,9058
1371,Creme de Cacao,,219,221,1889,1985,0.0,85.0,682
7116,Apricot Brandy,,220,221,1899,1974,0.0,20.0,9268
9701,Potatoes Parisienne,,221,221,1882,1973,0.15,0.95,8404
1299,GREEN TEA,,217,221,1865,1985,0.0,0.5,68
2755,"Potatoes, mashed",,220,221,1865,1968,0.0,15.0,8326
133610,SANKA COFFEE,,213,220,1919,1985,0.0,1.45,2576
9145,Salami,,169,219,1894,1971,0.0,20.0,5051
6978,MIXED NUTS,,218,219,1882,2012,0.15,0.35,5349
930,Sardellen,,188,218,1896,1961,0.0,15.0,6054
8034,Grape Nuts,,187,218,1900,1969,0.0,0.35,8633
375967,Fried Oysters,,199,218,1901,2928,0.2,3.25,542
21484,Raspberry sherbet,,192,218,1890,1987,0.0,1.5,9080
5578,Tapioca Pudding,,205,218,1889,1984,0.0,5.0,1256
2553,rhubarb pie,,211,218,1882,1974,0.05,5.0,8614
9773,APRICOT PIE,,205,217,1881,1958,0.0,25.0,2068
52848,Hearts of lettuce salad,,214,217,1906,1987,0.0,30.0,8112
11500,Cherry Pie,,201,217,1880,1987,0.0,35.0,2145
4241,Haut Sauterne,,212,217,1852,1961,0.25,200.0,623
218,Spinach with egg,,211,217,1896,1965,0.1,20.0,1430
5797,fresh strawberry ice cream,,180,216,1896,1965,0.15,5.0,6604
1977,Pickled onions,,214,216,1866,1948,0.0,20.0,7480
3695,Canape of Anchovies,,206,215,1899,1969,0.0,40.0,955
3943,Butter,,179,215,1862,1981,0.0,0.4,85
374954,Chow Chow,,209,215,1894,2928,0.0,25.0,678
380680,Apple pie,,210,215,1900,1978,0.0,15.0,589
5139,Chicken consomme,,206,215,1890,1977,0.0,25.0,9175
133611,ORANGE PEKOE TEA,,212,215,1919,1969,0.0,3.5,7769
376058,Lobster cocktail,,211,214,1912,1964,0.0,1.0,8864
21806,Dutch cheese,,197,214,1887,1976,0.0,0.8,5090
260,German Pancake,,206,212,1889,1969,0.15,3.95,4540
2429,Cranberry Sauce,,207,212,1858,1969,0.05,0.5,1440
1188,Brook Trout,,157,211,1892,1965,0.4,60.0,7339
2273,Chocolate Eclairs,,203,210,1882,1967,0.05,10.0,5166
570,Codfish Cakes,,198,209,1859,1949,0.0,30.0,908
2288,Lemon Sherbet,,190,208,1889,1987,0.0,6.0,8910
1312,Swiss,,203,208,1884,2012,0.0,25.0,8604
644,Wheat Cakes,,200,207,1,1959,0.0,15.0,5702
7155,MUFFINS,,172,207,1858,1986,0.0,10.0,4378
5080,Fresh Vegetable Salad,,198,206,1906,1968,0.25,60.0,4078
2665,Gin Fizz,,204,206,1900,1983,0.0,40.0,1729
660,Dipped Toast,,201,206,1859,1958,0.0,15.0,5182
9173,Cauliflower au Gratin,,204,205,1882,1973,0.0,0.75,1830
4935,American Cheese Sandwich,,201,205,1900,1987,0.05,5.0,7192
42987,Caramel custard,,187,205,1896,1991,0.0,6.0,359
375929,Camembert Cheese,,192,205,1893,1985,0.0,0.95,9691
2890,"Chartreuse, Yellow",,204,205,1888,1959,0.0,15.0,7782
332,Roast Lamb,,201,204,1851,1957,0.0,80.0,2067
6684,PRUNES,,199,204,1852,1972,0.0,100.0,4174
22253,Rolls and butter,,153,204,1890,1970,0.0,10.0,6942
374133,Ice Cream,,192,203,1855,2002,0.05,4.0,664
1386,Extra sirloin steak,,202,203,1887,1942,0.3,100.0,8810
7569,Ham Omelet,,201,203,1897,1987,0.0,50.0,8236
2651,Soda,,200,202,1900,1979,0.0,12.0,3192
2561,Chocolate eclair,,185,202,1892,1987,0.0,5.0,6781
407,Fruit in Season,,193,202,1890,1987,0.0,20.0,3003
376950,Cherry Stone Clams,,129,202,1912,1976,0.2,40.0,8388
2691,Martini Cocktail,,201,202,1899,1978,0.0,1.25,1753
4895,Preserved Peaches,,194,202,1882,1969,0.0,20.0,6296
34048,Cheddar Cheese,,199,201,1891,1981,0.0,15.0,8402
1676,Zeltinger,,177,201,1881,1969,0.0,100.0,2003
6076,Philadelphia Cream Cheese,,197,201,1892,1981,0.1,15.0,9674
3761,Baked Beans,,192,201,1892,1980,0.0,0.85,2524
7737,"Eggs, fried",,196,200,1880,1970,0.1,25.0,4648
2912,Boston baked beans,,197,200,1892,1965,0.0,45.0,5708
10435,Assorted cheese,,199,199,1895,1978,0.0,1.95,4332
7476,cole slaw,,186,199,1880,1987,0.0,1.5,243
1822,Halibut steak,,196,198,1889,2928,0.0,12.25,7182
1080,Julienne,,179,198,1882,1961,0.1,35.0,5615
6677,Fresh String Beans,,187,198,1882,2012,0.0,75.0,8069
1012,Manhattan Cocktail,,188,197,1899,1968,0.0,1.25,838
9570,BLUEBERRY PIE,,178,197,1866,1980,0.0,4.5,2998
376474,Ham and Eggs,,160,196,1900,1969,0.0,35.0,1759
21389,Chicken okra soup,,169,196,1882,1969,0.0,1.35,3604
135787,Crabmeat Cocktail,,184,196,1914,1987,0.0,10.5,8809
8533,Blackberries,,164,196,1880,1945,0.15,35.0,5758
2649,"MILK, PER GLASS",,195,195,1882,1958,0.05,5.0,5224
2663,Champagne Cocktail,,178,195,1856,1980,0.0,3.0,7873
8584,Rye Bread,,189,195,1882,1987,0.0,0.15,693
5584,Pot of Tea,,179,194,1898,1985,0.0,20.0,8049
2313,Lobster Newburg,,189,194,1892,1987,0.0,30.0,5830
9449,Potatoes Lyonnaise,,192,194,1882,1985,0.0,0.75,9578
2825,RUM,,192,194,1895,1973,0.0,6.0,707
1219,Cheese and Crackers,,182,193,1891,1987,0.15,0.75,1302
1040,Lyon Sausage,,183,193,1886,1955,0.2,30.0,390
4844,Asparagus Tips,,185,192,1885,1971,0.0,50.0,2719
388062,Rolls and Butter,,114,192,1912,1957,0.1,0.25,2041
213,Irish stew,,161,192,1864,1955,0.0,0.5,3415
375650,Malaga Grapes,,137,192,1887,1954,0.15,40.0,2056
821,Lemon Soda,,188,191,1890,1953,0.05,10.0,6074
422,Breakfast Bacon,,188,191,1891,1969,0.15,0.75,3835
83442,Onion Soup au gratin,,179,191,1906,1991,0.0,75.0,9252
5291,Baked Alaska,,184,191,1897,1985,0.0,100.0,5699
20573,Chicken Salad Sandwich,,184,191,1900,1989,0.1,5.25,8005
2834,Cocktail,,181,191,1,1962,0.0,50.0,2140
412,Fried hominy,,190,190,1881,1967,0.1,0.25,5293
5287,Orange ice,,184,190,1883,1966,0.15,25.0,8214
1568,Egg plant,,189,190,1865,1955,0.0,25.0,2720
377982,Mixed Ice Cream,,184,190,1912,2928,0.15,30.0,8922
7017,Fried Clams,,186,190,1865,1987,0.15,40.0,3831
18051,Dandelion Salad,,189,190,1889,1947,0.2,30.0,1798
1754,CHAMPAGNE,,181,190,1864,1987,0.25,8.0,3965
2001,"Omelet, plain",,188,189,1858,1946,0.15,20.0,9519
1734,Russian caviar,,180,188,1889,1969,0.0,2.25,2224
5475,French Toast,,184,188,1891,1989,0.0,35.0,6545
1621,Port du Salut,,172,188,1891,1969,0.0,25.0,7278
1202,Soft Shell Crabs,,177,187,1,2006,0.15,60.0,926
4068,Potatoes hashed in cream,,184,187,1896,1961,0.05,20.0,4602
938,Leberwurst,,186,187,1899,1965,0.0,0.5,5556
9930,Sliced Chicken,,182,187,1901,1985,0.0,5.0,8915
1758,Spanish olives,,185,187,1859,1973,0.0,15.0,7748
5312,crab meat cocktail,,173,186,1906,1980,0.0,8.5,7722
3771,Potato Croquettes,,184,185,1881,1989,0.0,30.0,709
374169,Welsh Rarebit,,175,185,1856,1967,0.0,4.0,5071
1564,Corn fritters,,184,185,1889,1962,0.1,30.0,5655
3613,Clam Stew ,,182,185,1882,1969,0.15,25.0,546
373499,Petits Fours,,184,184,1887,1997,0.25,0.35,8800
1641,Chianti,,176,184,1884,1969,0.0,20.0,9448
15032,Poland Water,,184,184,1889,1959,0.0,40.0,9697
2754,"Potatoes, baked",,182,183,1865,1959,0.0,10.0,6429
2358,Ox Tongue,,183,183,1881,1978,0.0,35.0,7611
6215,HARICOTS VERTS,,179,183,1864,1987,0.0,1.5,7522
10448,Marinated Herring,,164,183,1898,1985,0.0,6.25,3091
4852,Lettuce and Tomato,,175,182,1895,2928,0.0,45.0,7295
6881,Cold Chicken,,180,182,1873,1972,0.0,3.25,6393
383727,Escarole salad,,171,182,1899,1965,0.2,0.95,8924
2052,Potato,,171,182,1892,1975,0.05,25.0,8156
8190,Westphalían Ham,,176,180,1892,1969,0.0,60.0,5848
11398,Spaghetti Italienne,,177,180,1900,1968,0.0,1.0,7348
26,Clams,,170,180,1881,1970,0.1,0.9,4785
147772,Soup du Jour,,151,179,1922,1999,0.0,7.95,5442
2322,Caviar sandwich,,178,179,1896,1954,0.0,4.0,8440
11317,Blueberries,,131,179,1880,1954,0.25,0.9,1235
5629,Stewed pears,,178,179,1865,1963,0.0,0.75,4852
5553,Saucisson de Lyon,,176,178,1884,1969,0.0,40.0,5241
1626,Gervais,,145,178,1896,1976,0.0,30.0,64
29484,Heart of Lettuce Salad,,177,178,1900,2012,0.0,0.9,9015
376475,Bacon and Eggs,,153,178,1912,1969,0.0,55.0,6526
142383,Stinger,,173,178,1917,1987,0.0,2.5,1471
376073,Stuffed Olives,,174,178,1900,2928,0.0,0.4,1148
4063,Consomme Vermicelli,,155,178,1887,1987,0.0,35.0,2216
6490,Mumm's Extra Dry,,174,177,1888,1964,1.0,16.0,8279
10482,Assorted Fruit,,177,177,1893,1955,0.0,1.0,4914
137965,Old Fashioned,,169,177,1914,1987,0.0,80.0,4967
8516,compot,,168,176,1890,1962,0.25,0.25,4573
1958,Westphalia Ham,,149,176,1896,1973,0.35,50.0,8492
2077,"Eggs, Scrambled",,169,176,1865,1970,0.1,30.0,8735
6793,Cheese Omelette,,172,176,1891,1987,0.0,25.0,1193
6509,Cold turkey,,175,175,1881,1972,0.0,3.95,5835
9797,Alligator Pear,,147,175,1901,1957,0.3,50.0,6897
10612,Oyster Fry,,164,175,1894,1944,0.15,0.75,5189
3903,PASTRY,,173,175,1891,1972,0.0,0.5,5736
1466,Macon,,166,175,1865,1966,0.0,100.0,2165
373282,COFFEE,,167,175,1883,1993,0.05,0.75,8151
9828,Salmon Salad,,156,175,1865,1987,0.0,4.25,6998
375375,Sliced Bananas with Cream,,160,174,1900,1957,0.0,20.0,6877
136880,Corn Flakes,,150,173,1,1987,0.0,6.0,8636
1212,"Coffee, Pot",,164,173,1898,1969,0.05,1000.0,7389
1243,Frische Milch,,168,173,1899,1969,,,4599
466,"Eggs, boiled",,168,172,1880,1970,0.1,20.0,8271
145917,Bacardi Cocktail,,165,172,1917,1964,0.0,1.25,4982
374369,Lady Fingers,,167,170,1893,2928,0.0,20.0,822
188650,Lettuce and Tomato Sandwich,,164,170,1912,1980,0.0,1.75,9180
376618,Macaroni au Gratin,,164,170,1893,2928,0.1,30.0,8389
55585,Port du Salut cheese,,140,170,1891,1979,0.1,1.75,8850
137338,Fresh Fruit Cocktail,,149,170,1915,1989,0.0,10.0,7904
1479,Cook's Imperial,,168,170,1882,1949,1.0,6.5,1981
2572,Neapolitan,,168,170,1892,2928,0.1,35.0,3131
5081,Mixed Salad,,164,170,1899,1978,0.0,40.0,2832
14932,Cognac,,165,169,1864,1987,0.0,8.5,1778
22111,Figs in syrup,,165,169,1900,1973,0.0,0.5,839
5931,Nuts and Raisins,,168,169,1880,1947,0.0,20.0,1395
126,Sliced Bananas and Cream,,163,169,1900,1949,0.05,0.45,14
9493,Amandes salees,,167,169,1890,1949,0.2,0.45,2013
5191,Clear green turtle soup,,164,168,1888,1964,0.0,75.0,73
2029,Lettuce and Tomatoes,,156,168,1894,1964,0.1,40.0,672
5843,Fried Bacon,,166,168,1859,1965,0.1,20.0,5609
3657,Fried Scallops,,163,167,1,1987,0.0,50.0,2264
26999,Broiled Squab,,147,166,1889,1943,0.5,2.0,224
1756,Fried onions,,163,166,1887,1961,0.0,10.0,9212
5556,Fresh asparagus,,154,165,1882,1972,0.0,150.0,9096
380908,Broiled Chicken (half),,143,165,1,1959,0.75,2.95,9659
7057,Strawberry jam,,163,164,1889,1970,0.0,15.0,4056
1955,Boiled Bermuda Potatoes,,130,164,1890,1962,0.1,20.0,2284
135643,Coca Cola,,157,164,1920,1988,0.0,0.75,7597
6494,Cafe Turc,,162,164,1894,1954,0.0,20.0,4127
10419,Hot mince pie,,153,164,1894,1961,0.0,30.0,326
184,Oatmeal Porridge,,163,163,1853,1962,0.15,0.15,4377
5934,Vienna Bread,,161,163,1896,1962,0.05,10.0,2504
7089,Tomato Omelette,,144,163,1900,1987,0.0,25.0,8540
59,Rockaways,,157,162,1889,1948,0.2,50.0,2169
10848,Chicken Soup,,145,162,1865,1987,0.05,15.0,545
3865,Sauerkraut,,143,162,1892,1980,0.0,30.0,1479
10456,NEW POTATOES,,156,162,1882,1989,0.0,25.0,7635
383842,Coffee ice cream,,158,161,1913,1998,0.1,3.25,6254
791,Fancy Ice Cream,,161,161,1887,1953,0.25,0.5,5468
183641,Casaba Melon,,124,161,1914,1955,0.1,0.7,3097
695,Onions,,159,161,1852,1987,0.0,0.5,4092
1867,Shrimp,,155,160,1891,2928,0.0,60.0,8443
9739,Boston Cream Pie,,140,160,1892,1998,0.0,4.99,8258
5569,Pie,,141,160,1899,1980,0.0,10.0,7422
65404,Corbeille de Fruits,,130,159,1888,1990,0.0,1.35,1650
4708,Steamed Rice,,156,159,1897,1987,0.0,0.5,5984
5001,Fresh strawberries and cream,,158,159,1900,1985,0.15,30.0,9484
1241,Biscuits,,158,159,1888,1987,0.0,1.5,8941
376566,Spinach with Egg,,153,159,1901,2928,0.1,25.0,1430
3237,Sloe Gin,,149,159,1900,1970,0.1,20.0,1853
30005,Assorted Fresh Fruit,,154,159,1901,1970,0.0,1.0,4914
6870,Bologna Sausage,,157,159,1882,1973,0.2,0.35,8821
2744,Club Soda,,158,159,1888,1987,0.0,25.0,92
374280,Cream Toast,,144,159,1,1958,0.0,40.0,162
8786,Cocktails,,156,158,1898,2928,0.0,15.0,2140
2577,Cold rice pudding,,155,158,1891,1945,0.0,30.0,9000
7090,Mushroom Omelette,,140,158,1900,1987,0.0,30.0,8833
1437,Brandy,,145,158,1865,1977,0.0,70.0,4514
10789,Crab Meat salad,,153,158,1899,1969,0.0,70.0,5638
10084,Assorted Nuts,,157,158,1881,1965,0.1,0.3,5117
53,Young Onions,,157,157,1894,1949,0.05,10.0,4541
7153,GRAHAM ROLLS,,155,157,1881,1965,0.1,10.0,1836
663,Curried Chicken with Rice,,152,157,1900,2928,0.0,3.0,8114
376471,Spanish Omelette,,129,156,1901,1987,0.0,30.0,606
144,Fish cakes,,148,156,1894,1953,0.0,15.0,9077
741,Eclairs,,139,156,1898,1987,0.0,25.0,7406
383,Gebackene Kartoffeln,,153,156,1900,1969,0.75,0.75,1316
988,Old Tom Gin,,155,156,1873,1941,0.0,150.0,6464
3919,"Roast Lamb, Mint Sauce",,156,156,1852,1981,0.25,0.75,9269
14668,India Relish,,155,156,1897,1945,0.05,0.3,1093
3670,"Lobster, Newburg",,153,156,1896,2928,0.0,5.75,7926
374052,Fried Sweet Potatoes,,152,156,1894,1958,0.0,10.0,2844
12478,Chocolate Sundae,,141,155,1906,1985,0.0,1.75,7370
3435,Concombres,,155,155,1880,1974,0.0,35.0,8253
2132,Gin Rickey,,152,155,1900,1970,0.15,1.05,5632
2639,Rice and milk,,153,155,1889,1941,0.05,25.0,4303
2718,Sherry Flip,,150,154,1900,1980,0.0,2.0,4146
16254,Plain Lemonade,,151,154,1898,1961,0.1,15.0,7446
411,Ham omelette,,147,153,1891,1985,0.0,15.0,6184
7363,Raspberry jam,,150,153,1887,1970,0.0,15.0,8460
381008,Bartlett Pear,,96,153,1913,1959,0.2,25.0,6068
9009,Head Cheese,,151,152,1882,1963,0.0,60.0,7365
2647,Guinness' Stout,,149,152,1873,1964,0.0,40.0,9584
378648,Combination salad,,144,152,1913,1965,0.15,20.0,9544
1995,Spanish omelet,,147,152,1893,1987,0.0,3.75,3453
2033,"Lamb, mint sauce",,147,151,1865,1963,0.25,30.0,8159
10277,Glass of milk,,149,151,1892,1969,0.0,0.5,8409
5012,Mangoes,,149,151,1866,1966,0.15,20.0,1727
1010,Claret Punch,,149,150,1856,1962,0.0,15.0,2712
2394,"ROAST TURKEY, CRANBERRY SAUCE",,148,150,1884,1981,0.0,50.0,6373
7411,French vanilla ice cream,,133,150,1897,1984,0.0,20.0,7685
373389,Roast Beef,,146,150,1862,2928,0.0,20.0,9129
7080,Chocolate Layer Cake,,135,149,1898,2012,0.05,5.0,6848
6316,SALADE DE SAISON,,148,149,1888,2012,0.0,0.0,2309
54274,Sloe Gin Fizz,,142,149,1905,1987,0.0,1.5,6421
59371,Caviar Canape,,143,149,1899,2928,0.0,50.0,7036
4694,Finnan Haddie,,142,149,1,1965,0.15,1.0,278
1374,"Chartreuse, green",,145,149,1891,1962,0.1,1.5,7432
226661,Assorted Hors D'oeuvres,,141,149,1921,1966,0.0,5.0,2634
104,Strawberries with cream,,145,149,1882,1969,0.0,65.0,3136
280,Corn Cakes,,146,148,1,1953,0.02,0.55,5890
5396,"Coffee, per pot",,146,148,1882,1965,0.0,15.0,9470
4357,Gumbo,,142,148,1865,1953,0.2,0.5,5398
373575,Crab Meat Cocktail,,145,148,1912,1959,0.2,40.0,8809
1088,New asparagus,,141,148,1889,1948,0.0,50.0,7076
193,Fried smelts,,148,148,1858,1960,0.0,2.5,5980
48429,Gekochte Kartoffeln,,141,147,1899,1969,0.0,0.0,3637
1222,Waffles,,146,147,1858,1965,0.0,30.0,5666
533,liver and bacon,,140,147,1889,1962,0.1,15.0,4455
6714,"Eggs, shirred",,144,147,1865,1943,0.15,30.0,5937
5060,Crab Salad,,142,147,1885,1980,0.0,5.95,5638
2685,"Vermouth, Italian",,147,147,1900,1969,0.1,12.0,6457
2018,Pineapple Pie,,131,147,1900,1973,0.05,5.0,7294
4035,Potatoes Julienne,,147,147,1892,1969,0.05,0.4,760
2595,Margaux,,134,147,1865,2012,0.0,150.0,2973
2551,lemon pie,,141,147,1865,1980,0.0,5.0,6967
3690,Canape of Caviar,,144,147,1898,1958,0.0,40.0,7036
6582,Broiled oysters,,143,146,1887,1963,0.25,2.55,8758
373507,Cafe Noir,,146,146,1897,1967,0.15,0.15,1873
1209,"Tea, Pot",,145,146,1898,1977,0.0,20.0,2548
2563,"Tea, per pot",,143,146,1892,1967,0.0,15.0,1147
5984,Smoked Beef Tongue,,143,146,1899,1961,0.2,35.0,7059
11488,TUTTI FRUTTI ICE CREAM,,145,146,1890,1981,0.0,0.45,5722
697,Maple Syrup,,146,146,1896,1962,0.0,0.1,469
2668,Silver Fizz,,144,145,1900,1967,0.0,1.25,7243
2652,"Cream, per glass",,142,145,1882,1958,0.1,20.0,5948
107,Baked apples with cream,,142,145,1883,1945,0.1,20.0,8036
4746,Turnips,,141,145,1852,1973,0.05,15.0,4300
4250,Stewed Oysters,,142,145,1859,1954,0.2,0.65,8020
7653,Roast Potatoes,,137,145,1899,1989,0.0,0.2,8803
9889,Malted Milk,,142,145,1901,1965,0.0,6.0,6490
1632,Beef tongue,,141,144,1881,1955,0.15,40.0,2221
18084,Dill Pickle,,140,144,1900,2928,0.05,0.5,662
60481,Pont l'Eveque cheese,,142,144,1896,1970,0.1,15.0,9114
445,Vienna Rolls,,143,144,1891,1954,0.03,0.15,4065
185378,Assorted Cold Cuts with Chicken,,126,144,1915,1960,0.0,4.65,1864
83640,Beef consomme,,143,144,1905,1985,0.2,0.9,1799
1813,Country Sausage,,140,144,1893,1989,0.0,15.0,5424
10477,Cold Consomme,,138,144,1892,1970,0.0,20.0,3887
376248,Corn Fritters,,140,143,1906,2928,0.1,30.0,5655
147872,Crabflake Cocktail,,142,143,1917,1968,0.0,3.45,8649
376513,Fruit Salad,,139,143,1912,1959,0.0,2.75,2161
1752,Fresh mushrooms,,141,143,1891,1949,0.0,2.5,9033
372,Mock Turtle,,140,142,1865,1966,0.0,40.0,6494
202,German fried potatoes,,136,142,1898,1969,0.05,0.5,4134
13487,Pot of coffee,,130,142,1892,1985,0.0,20.0,8583
1442,BURGUNDY,,129,142,1882,1987,0.1,8.0,4328
9791,Spring Onions,,139,142,1898,1965,0.0,0.35,6688
53988,Potatoes O'Brien,,140,141,1896,1958,0.0,40.0,5602
7549,Layer Cake,,124,141,1900,1982,0.05,1.95,6252
